Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PriceCharting_ID,Summary,URL
nintendo-ds,Teenage Mutant Ninja Turtles 3 Mutant Nightmare,2005-11-01,Everyone,none,none,Action & Adventure,083717241058,11249,none,https://www.pricecharting.com/game/nintendo-ds/teenage-mutant-ninja-turtles-3-mutant-nightmare
nintendo-ds,Teenage Mutant Ninja Turtles: Arcade Attack,2009-11-10,Everyone 10+,Ubisoft,none,Fighting,008888165385,19979,none,https://www.pricecharting.com/game/nintendo-ds/teenage-mutant-ninja-turtles-arcade-attack
nintendo-ds,Teenage Zombies,2008-04-01,Everyone,none,none,Action & Adventure,893384000076,13211,"Hordes of alien invaders have taken over the Earth, using their ray guns, flying saucers, and giant pulsating brains to quickly subdue the human race. But the commotion that comes from taking over a planet has awakened three potential heroes in the form of Finnigan ""Fins"" Magee, Lori ""Lefty"" Lopez, and Zach ""Halfpipe"" Boyd: The Teenage Zombies. This angsty undead trio would normally be outcasts, what with their awkward appearance and habit of dining on brains, but their taste for gray matter and imperviousness to mind control make them the perfect weapons to combat an invasion of hostile brain thingys. Each of the three zombies has a unique appearance and special powers. ""Fins"" is an obese 13-year-old with squid like fins and the ability to spew toxic vomit an enemies; ""Lefty"" is a tall, one-armed 14-year-old who can smack enemies with her long right arm or attach weapons to her left stump; and ""Halfpipe"" is a 13-year-old torso who can squeeze into tight spaces thanks to his lack of legs and his tricked out skateboard. Together the threesome will battle countless mutant rats, devour plenty of brains, solve puzzles, and play mini-games on a comic book-style quest to save the world.",https://www.pricecharting.com/game/nintendo-ds/teenage-zombies
nintendo-ds,Tenchu Dark Secret,2006-08-21,Teen,none,none,Action & Adventure,045496737863,11190,none,https://www.pricecharting.com/game/nintendo-ds/tenchu-dark-secret
nintendo-ds,Tetris DS,2006-03-20,Everyone,Nintendo,Nintendo SPD Group No.2,Puzzle,045496735975,4165,none,https://www.pricecharting.com/game/nintendo-ds/tetris-ds
nintendo-ds,Tetris DS,2006-03-20,Everyone,Nintendo,Nintendo SPD Group No.2,Puzzle,045496735982,4165,none,https://www.pricecharting.com/game/nintendo-ds/tetris-ds
nintendo-ds,Tetris Party Deluxe,2010-05-25,Everyone,Majesco,none,Puzzle,096427016533,21362,none,https://www.pricecharting.com/game/nintendo-ds/tetris-party-deluxe
nintendo-ds,Texas Hold 'Em Poker Pack,2005-10-25,Teen,Summit,none,Other,831666900263,50814,none,https://www.pricecharting.com/game/nintendo-ds/texas-hold-'em-poker-pack
nintendo-ds,Texas Hold Em Poker,2005-11-08,Teen,Majesco,none,Other,096427014386,14208,none,https://www.pricecharting.com/game/nintendo-ds/texas-hold-em-poker
nintendo-ds,That's So Raven Psychic on Scene,2006-11-02,Everyone,Disney,none,Action & Adventure,712725003166,10982,none,https://www.pricecharting.com/game/nintendo-ds/that's-so-raven-psychic-on-scene
nintendo-ds,The Aly & AJ Adventure,2007-10-15,Everyone,Zoo Games,none,Action & Adventure,802068101459,14176,none,https://www.pricecharting.com/game/nintendo-ds/the-aly-&-aj-adventure
nintendo-ds,The Bachelor,2010-08-25,Teen,Warner Bros,none,Other,883929112715,21946,none,https://www.pricecharting.com/game/nintendo-ds/the-bachelor
nintendo-ds,The Backyardigans,2009-10-26,Everyone,2K Games,none,Action & Adventure,710425356827,19884,none,https://www.pricecharting.com/game/nintendo-ds/the-backyardigans
nintendo-ds,The Backyardigans,2009-10-26,Everyone,2K Games,none,Action & Adventure,710425356834,19884,none,https://www.pricecharting.com/game/nintendo-ds/the-backyardigans
nintendo-ds,The Bee Game,2007-10-15,Everyone,none,none,Action & Adventure,031719191918,10293,none,https://www.pricecharting.com/game/nintendo-ds/the-bee-game
nintendo-ds,The Biggest Loser,2009-10-06,Everyone,THQ,none,Other,785138362809,19716,none,https://www.pricecharting.com/game/nintendo-ds/the-biggest-loser
nintendo-ds,The Bigs 2,2009-08-31,Everyone,2K Games,none,Baseball,710425355981,21718,none,https://www.pricecharting.com/game/nintendo-ds/the-bigs-2
nintendo-ds,The Chase Felix Meets Felicity,2009-01-27,Everyone,Atari,none,Action & Adventure,742725277380,16249,none,https://www.pricecharting.com/game/nintendo-ds/the-chase-felix-meets-felicity
nintendo-ds,The Chase Felix Meets Felicity,2009-01-27,Everyone,Atari,none,Action & Adventure,742725278523,16249,none,https://www.pricecharting.com/game/nintendo-ds/the-chase-felix-meets-felicity
nintendo-ds,The Cheetah Girls Passport to Stardom,2008-08-13,Everyone,Disney,none,Action & Adventure,712725004637,14456,none,https://www.pricecharting.com/game/nintendo-ds/the-cheetah-girls-passport-to-stardom
nintendo-ds,The Clique: Diss and Make Up,2009-08-25,Everyone 10+,Warner Bros,none,Action & Adventure,883929081691,19515,none,https://www.pricecharting.com/game/nintendo-ds/the-clique-diss-and-make-up
nintendo-ds,The Croods: Prehistoric Party,2013-03-19,Everyone,D3 Publisher,none,Action & Adventure,879278320260,33923,none,https://www.pricecharting.com/game/nintendo-ds/the-croods-prehistoric-party
nintendo-ds,The Daring Game for Girls,2010-03-09,Everyone,Majesco,none,Action & Adventure,096427016274,20410,none,https://www.pricecharting.com/game/nintendo-ds/the-daring-game-for-girls
nintendo-ds,The Dark Spire,2009-04-14,Everyone 10+,Atlus,Success,RPG,730865400287,18716,none,https://www.pricecharting.com/game/nintendo-ds/the-dark-spire
nintendo-ds,The Golden Compass,2007-12-04,Everyone 10+,Sega,none,Action & Adventure,010086670097,10852,none,https://www.pricecharting.com/game/nintendo-ds/the-golden-compass
nintendo-ds,The Hardy Boys: Treasure on the Tracks,2009-09-01,Everyone,Sega,none,Action & Adventure,010086670240,19584,none,https://www.pricecharting.com/game/nintendo-ds/the-hardy-boys-treasure-on-the-tracks
nintendo-ds,The Humans,2009-07-28,Everyone,Deep Silver,none,Action & Adventure,895678002087,22150,none,https://www.pricecharting.com/game/nintendo-ds/the-humans
nintendo-ds,The Incredible Hulk,2008-06-05,Everyone 10+,Sega,none,Action & Adventure,010086670158,13873,none,https://www.pricecharting.com/game/nintendo-ds/the-incredible-hulk
nintendo-ds,The Incredibles Rise of the Underminer,2005-11-01,Everyone 10+,none,none,Action & Adventure,785138361079,11664,none,https://www.pricecharting.com/game/nintendo-ds/the-incredibles-rise-of-the-underminer
nintendo-ds,The Last Airbender,2010-06-29,Everyone 10+,THQ,none,Action & Adventure,785138363660,21572,none,https://www.pricecharting.com/game/nintendo-ds/the-last-airbender
nintendo-ds,The Legend of Kage 2,2008-10-08,Everyone 10+,none,none,Action & Adventure,662248908182,15700,none,https://www.pricecharting.com/game/nintendo-ds/the-legend-of-kage-2
nintendo-ds,The Legend of Kay,2010-06-15,Everyone,Dreamcatcher,none,Action & Adventure,625904738912,20378,none,https://www.pricecharting.com/game/nintendo-ds/the-legend-of-kay
nintendo-ds,The Legendary Starfy,2009-06-07,Everyone,Nintendo,TOSE,Action & Adventure,045496740276,19277,none,https://www.pricecharting.com/game/nintendo-ds/the-legendary-starfy
nintendo-ds,The Legendary Starfy,2009-06-07,Everyone,Nintendo,TOSE,Action & Adventure,045496740283,19277,none,https://www.pricecharting.com/game/nintendo-ds/the-legendary-starfy
nintendo-ds,The Magic School Bus Oceans,2011-10-25,Everyone,Scholastic Games,none,Action & Adventure,078073420049,32826,none,https://www.pricecharting.com/game/nintendo-ds/the-magic-school-bus-oceans
nintendo-ds,The Mummy Tomb of the Dragon Emperor,2008-07-22,Teen,Sierra Entertainment,none,Action & Adventure,020626727938,14276,none,https://www.pricecharting.com/game/nintendo-ds/the-mummy-tomb-of-the-dragon-emperor
nintendo-ds,"The My World, My Way",2009-02-03,Everyone,Atlus,none,Strategy,730865400263,16266,none,https://www.pricecharting.com/game/nintendo-ds/the-my-world-my-way
nintendo-ds,The Naked Brothers Band,2008-10-20,Everyone,none,none,Action & Adventure,785138361741,15774,none,https://www.pricecharting.com/game/nintendo-ds/the-naked-brothers-band
nintendo-ds,The Penguins of Madagascar,2010-11-02,Everyone,THQ,none,Action & Adventure,785138364100,30644,none,https://www.pricecharting.com/game/nintendo-ds/the-penguins-of-madagascar
nintendo-ds,The Price is Right,2008-09-09,Everyone,Ubisoft,none,Other,008888164265,14912,none,https://www.pricecharting.com/game/nintendo-ds/the-price-is-right
nintendo-ds,The Price is Right: 2010 Edition,2009-09-22,Everyone,Ubisoft,none,Party,008888165507,19643,none,https://www.pricecharting.com/game/nintendo-ds/the-price-is-right-2010-edition
nintendo-ds,The Princess and the Frog,2009-11-17,Everyone,Disney,none,Action & Adventure,712725016234,20025,none,https://www.pricecharting.com/game/nintendo-ds/the-princess-and-the-frog
nintendo-ds,The Princess and the Frog,2009-11-17,Everyone,Disney,none,Action & Adventure,712725016241,20025,none,https://www.pricecharting.com/game/nintendo-ds/the-princess-and-the-frog
nintendo-ds,The Princess and the Frog,2009-11-17,Everyone,Disney,none,Action & Adventure,712725018290,20025,none,https://www.pricecharting.com/game/nintendo-ds/the-princess-and-the-frog
nintendo-ds,The Quest Trio,2008-08-26,Everyone,Activision,none,Puzzle,047875757677,14636,none,https://www.pricecharting.com/game/nintendo-ds/the-quest-trio
nintendo-ds,The Secret Saturdays: Beasts of The 5th Sun,2009-10-20,Everyone 10+,D3 Publisher,none,Action & Adventure,879278320147,19805,none,https://www.pricecharting.com/game/nintendo-ds/the-secret-saturdays-beasts-of-the-5th-sun
nintendo-ds,The Settlers,2007-08-21,Everyone,Bold Games,none,Strategy,008888162018,10999,none,https://www.pricecharting.com/game/nintendo-ds/the-settlers
nintendo-ds,The Simpsons Game,2007-10-30,Teen,Electronic Arts,none,Sports,014633153316,10294,none,https://www.pricecharting.com/game/nintendo-ds/the-simpsons-game
nintendo-ds,The Sims 2,2005-10-24,Everyone 10+,Electronic Arts,none,Other,014633151299,4166,none,https://www.pricecharting.com/game/nintendo-ds/the-sims-2
nintendo-ds,The Sims 2: Apartment Pets,2008-08-26,Everyone,Electronic Arts,none,Simulation,014633191011,14639,none,https://www.pricecharting.com/game/nintendo-ds/the-sims-2-apartment-pets
nintendo-ds,The Sims 2: Castaway,2007-10-22,Everyone,Electronic Arts,none,Other,014633157345,10289,none,https://www.pricecharting.com/game/nintendo-ds/the-sims-2-castaway
nintendo-ds,The Sims 2: Pets,2006-10-31,Everyone,Electronic Arts,none,Other,014633152463,4167,none,https://www.pricecharting.com/game/nintendo-ds/the-sims-2-pets
nintendo-ds,The Sims 3,2010-10-26,Everyone,Electronic Arts,none,Other,014633153453,30322,none,https://www.pricecharting.com/game/nintendo-ds/the-sims-3
nintendo-ds,The Smurfs,2011-07-19,Everyone,Ubisoft,none,Action & Adventure,008888166658,31921,none,https://www.pricecharting.com/game/nintendo-ds/the-smurfs
nintendo-ds,The Smurfs 2,2013-07-23,Everyone,Ubisoft,none,Action & Adventure,008888168140,34130,none,https://www.pricecharting.com/game/nintendo-ds/the-smurfs-2
nintendo-ds,The Sorcerer's Apprentice,2010-07-13,Everyone,Disney,none,Action & Adventure,712725019044,21597,none,https://www.pricecharting.com/game/nintendo-ds/the-sorcerer's-apprentice
nintendo-ds,The Spiderwick Chronicles,2008-02-06,Everyone 10+,Vivendi Games,Stormfront Studios,Action & Adventure,020626727099,11916,none,https://www.pricecharting.com/game/nintendo-ds/the-spiderwick-chronicles
nintendo-ds,The Tale of Despereaux,2008-12-02,Everyone,Atari,none,Action & Adventure,890181002302,16101,none,https://www.pricecharting.com/game/nintendo-ds/the-tale-of-despereaux
nintendo-ds,The Treasures of Montezuma,2010-08-28,Everyone,O-Games,none,Puzzle,878614001610,30959,none,https://www.pricecharting.com/game/nintendo-ds/the-treasures-of-montezuma
nintendo-ds,The Urbz Sims in the City,2004-11-17,Everyone,Electronic Arts,none,Other,014633148824,4168,none,https://www.pricecharting.com/game/nintendo-ds/the-urbz-sims-in-the-city
nintendo-ds,The Wild West,2007-08-28,Everyone 10+,Majesco,none,Action & Adventure,096427014911,11355,none,https://www.pricecharting.com/game/nintendo-ds/the-wild-west
nintendo-ds,The Wizard of Oz: Beyond the Yellow Brick Road,2009-09-29,Everyone,Xseed,none,RPG,853466001193,19679,none,https://www.pricecharting.com/game/nintendo-ds/the-wizard-of-oz-beyond-the-yellow-brick-road
nintendo-ds,The Wonder Pets Save the Animals,2008-10-27,Early Childhood,none,none,Action & Adventure,710425354496,15865,none,https://www.pricecharting.com/game/nintendo-ds/the-wonder-pets-save-the-animals
nintendo-ds,Theme Park,2007-03-20,Everyone,Electronic Arts,none,Strategy,014633153262,4169,none,https://www.pricecharting.com/game/nintendo-ds/theme-park
nintendo-ds,Theresia,2008-10-30,Mature,none,none,Action & Adventure,893610001143,15873,none,https://www.pricecharting.com/game/nintendo-ds/theresia
nintendo-ds,Think Logic Trainer,2009-12-15,Everyone,Conspiracy Entertainment,none,Educational,815315001808,141572,none,https://www.pricecharting.com/game/nintendo-ds/think-logic-trainer
nintendo-ds,Think Logic Trainer Kids,2010-05-10,Everyone,Conspiracy Entertainment,none,Educational,none,141573,none,https://www.pricecharting.com/game/nintendo-ds/think-logic-trainer-kids
nintendo-ds,Thinksmart,2010-06-29,Everyone,Mentor InterActive,none,Other,851455002084,20069,none,https://www.pricecharting.com/game/nintendo-ds/thinksmart
nintendo-ds,Thinksmart Chess for Kids,2011-09-06,Everyone,Mentor Interactive,none,Strategy,851455002268,32977,none,https://www.pricecharting.com/game/nintendo-ds/thinksmart-chess-for-kids
nintendo-ds,Thinksmart: Kids 8+,2010-06-22,Everyone,none,none,Educational,851455002091,20073,none,https://www.pricecharting.com/game/nintendo-ds/thinksmart-kids-8+
nintendo-ds,ThinkSmart: Labyrinth,2011-06-07,Everyone,SVG,none,Puzzle,851455002145,155182,none,https://www.pricecharting.com/game/nintendo-ds/thinksmart-labyrinth
nintendo-ds,ThinkSmart: My Reading Tutor,,Everyone,none,none,Educational,851455002329,2762626,none,https://www.pricecharting.com/game/nintendo-ds/thinksmart-my-reading-tutor
nintendo-ds,ThinkSmart: Scotland Yard,2011-06-07,Everyone,Mentor Interactive,none,Action & Adventure,851455002152,32390,none,https://www.pricecharting.com/game/nintendo-ds/thinksmart-scotland-yard
nintendo-ds,Thor: God of Thunder,2011-05-03,Everyone 10+,Sega,WayForward,Action & Adventure,010086670387,31388,none,https://www.pricecharting.com/game/nintendo-ds/thor-god-of-thunder
nintendo-ds,Thrillville Off The Rails,2007-10-09,Everyone,LucasArts,none,Other,023272406615,10295,none,https://www.pricecharting.com/game/nintendo-ds/thrillville-off-the-rails
nintendo-ds,Thundercats,2012-10-30,Everyone 10+,Namco,none,Action & Adventure,722674700412,33257,none,https://www.pricecharting.com/game/nintendo-ds/thundercats
nintendo-ds,Tiger Woods 2005,2004-12-01,Everyone,Electronic Arts,none,Sports,014633149166,4170,none,https://www.pricecharting.com/game/nintendo-ds/tiger-woods-2005
nintendo-ds,Tiger Woods PGA Tour 08,2007-08-28,Everyone,Electronic Arts,Exient Entertainment,Sports,014633158816,7470,none,https://www.pricecharting.com/game/nintendo-ds/tiger-woods-pga-tour-08
nintendo-ds,Time Ace,2007-06-12,Everyone 10+,Konami,none,Action & Adventure,083717241249,4171,none,https://www.pricecharting.com/game/nintendo-ds/time-ace
nintendo-ds,Time Hollow,2008-09-23,Teen,Konami,none,Action & Adventure,083717241508,14642,none,https://www.pricecharting.com/game/nintendo-ds/time-hollow
nintendo-ds,Tin Can Escape,2011-02-01,Everyone,Mumbo Jumbo,none,Puzzle,811930107581,32406,none,https://www.pricecharting.com/game/nintendo-ds/tin-can-escape
nintendo-ds,Tinker Bell,2008-10-21,Everyone,Disney,Genius Sonority,Action & Adventure,712725004880,15797,none,https://www.pricecharting.com/game/nintendo-ds/tinker-bell
nintendo-ds,Tinker Bell,2008-10-21,Everyone,Disney,Genius Sonority,Action & Adventure,712725015916,15797,none,https://www.pricecharting.com/game/nintendo-ds/tinker-bell
nintendo-ds,Tinker Bell and the Great Fairy Rescue,2010-09-21,Everyone,Disney,none,Action & Adventure,712725019655,22040,none,https://www.pricecharting.com/game/nintendo-ds/tinker-bell-and-the-great-fairy-rescue
nintendo-ds,Tinker Bell and the Great Fairy Rescue,2010-09-21,Everyone,Disney,none,Action & Adventure,712725019679,22040,none,https://www.pricecharting.com/game/nintendo-ds/tinker-bell-and-the-great-fairy-rescue
nintendo-ds,Tinker Bell and the Lost Treasure,2009-10-27,Everyone,Disney,none,Action & Adventure,712725017743,19893,none,https://www.pricecharting.com/game/nintendo-ds/tinker-bell-and-the-lost-treasure
nintendo-ds,Tinker Bell and the Lost Treasure,2009-10-27,Everyone,Disney,none,Action & Adventure,712725017750,19893,none,https://www.pricecharting.com/game/nintendo-ds/tinker-bell-and-the-lost-treasure
nintendo-ds,Titanic Mystery,2012-04-03,Teen,O-Games,none,Strategy,878614001634,32689,none,https://www.pricecharting.com/game/nintendo-ds/titanic-mystery
nintendo-ds,TMNT,2007-03-20,Everyone 10+,none,none,Action & Adventure,008888163411,11001,none,https://www.pricecharting.com/game/nintendo-ds/tmnt
nintendo-ds,TNA Impact: Cross the Line,2010-06-25,Teen,South Peak Interactive,none,Fighting,612561900530,21541,none,https://www.pricecharting.com/game/nintendo-ds/tna-impact-cross-the-line
nintendo-ds,Tofu Collection,2012-07-25,Everyone,Rising Star,none,Action & Adventure,887195000042,32948,none,https://www.pricecharting.com/game/nintendo-ds/tofu-collection
nintendo-ds,Tokyo Beat Down,2009-03-31,Teen,Atlus,none,Fighting,730865400294,17477,none,https://www.pricecharting.com/game/nintendo-ds/tokyo-beat-down
nintendo-ds,Tom and Jerry Tales,2006-11-07,Everyone,Warner Bros,none,Action & Adventure,788687400299,11691,none,https://www.pricecharting.com/game/nintendo-ds/tom-and-jerry-tales
nintendo-ds,Tomb Raider Legend,2006-11-14,Teen,Eidos Interactive,none,Action & Adventure,788687400220,10041,none,https://www.pricecharting.com/game/nintendo-ds/tomb-raider-legend
nintendo-ds,Tomb Raider Underworld,2008-11-18,Teen,Eidos Interactive,none,Action & Adventure,788687400527,15993,"Following the franchise's legendary return to success under the direction of Crystal Dynamics, Underworld, the studio's sophomore production with Lara Croft, aims to maintain the high level of solid, free-flowing action that reinvigorated the series, while bringing back more of the spooky exploration and challenging jumping puzzles that helped define the classic Tomb Raider games of the late '90s. Developers strove to create a smooth-moving, contextually integrated character. Motion-capture technology is used for the first time in the series, with the 3D recordings of a world-class gymnast bringing Lara's jumps, flips, and kicks to life. In all, Lara's movement throughout the game incorporates over 2,000 animations. It takes a god's weapon to kill a god. Lara is set on a quest to obtain the power of Mjöllnir, the hammer of the invincible Thor. Lara's acrobatics and cunning are pushed to their limits in elaborate, sprawling platform puzzles set among ancient tombs and ruins in the jungles of Mexico, the coast of Thailand, beneath the frigid arctic seas, and in other forbidden places of mystic power around the world.",https://www.pricecharting.com/game/nintendo-ds/tomb-raider-underworld
nintendo-ds,Tony Hawk American Sk8land,2005-11-15,Everyone,Activision,Vicarious Visions,Extreme Sports,047875810570,4172,none,https://www.pricecharting.com/game/nintendo-ds/tony-hawk-american-sk8land
nintendo-ds,Tony Hawk Downhill Jam,2006-10-24,Everyone,Activision,Vicarious Visions,Extreme Sports,047875816138,10045,none,https://www.pricecharting.com/game/nintendo-ds/tony-hawk-downhill-jam
nintendo-ds,Tony Hawk Motion,2008-11-18,Everyone,Activision,none,Extreme Sports,047875834897,16044,none,https://www.pricecharting.com/game/nintendo-ds/tony-hawk-motion
nintendo-ds,Tony Hawk Motion,2008-11-18,Everyone,Activision,none,Extreme Sports,047875834910,16044,none,https://www.pricecharting.com/game/nintendo-ds/tony-hawk-motion
nintendo-ds,Tony Hawk Proving Ground,2007-10-15,Everyone 10+,Activision,none,Extreme Sports,047875831018,10296,none,https://www.pricecharting.com/game/nintendo-ds/tony-hawk-proving-ground
nintendo-ds,Toon-Doku,2007-04-01,Everyone,Majesco,none,Puzzle,096427014898,11354,none,https://www.pricecharting.com/game/nintendo-ds/toon-doku
nintendo-ds,Top Gun,2006-05-03,Everyone 10+,Mastiff,none,Action & Adventure,859292000140,11800,none,https://www.pricecharting.com/game/nintendo-ds/top-gun
nintendo-ds,Top Spin 2,2006-03-29,Everyone,2K Games,none,Sports,710425259128,10411,none,https://www.pricecharting.com/game/nintendo-ds/top-spin-2
nintendo-ds,Top Spin 3,2008-06-23,Everyone,2K Games,none,Sports,710425353734,13994,none,https://www.pricecharting.com/game/nintendo-ds/top-spin-3
nintendo-ds,Top Trumps: NBA All-Stars,2012-08-10,none,none,none,Other,857398003126,35217,none,https://www.pricecharting.com/game/nintendo-ds/top-trumps-nba-all-stars
nintendo-ds,Tornado,2008-10-27,Everyone,none,none,Action & Adventure,893384000373,15644,none,https://www.pricecharting.com/game/nintendo-ds/tornado
nintendo-ds,Totally Spies 2 Undercover,2006-11-27,Everyone 10+,none,none,Action & Adventure,742725274181,11609,none,https://www.pricecharting.com/game/nintendo-ds/totally-spies-2-undercover
nintendo-ds,Touch 'N' Play Collection,2011-05-10,Everyone,O-Games,none,Puzzle,878614001580,31420,none,https://www.pricecharting.com/game/nintendo-ds/touch-'n'-play-collection
nintendo-ds,Touch Darts,2008-09-02,Everyone,"SEGA, Agetec",Full Fat,Sports,none,1341781,none,https://www.pricecharting.com/game/nintendo-ds/touch-darts
nintendo-ds,Touch Detective,2006-10-24,Everyone 10+,Atlus,none,Action & Adventure,730865400058,11547,none,https://www.pricecharting.com/game/nintendo-ds/touch-detective
nintendo-ds,Touch Detective 2 1/2,2007-10-09,Everyone,Atlus,Beeworks,Action & Adventure,730865400102,10054,none,https://www.pricecharting.com/game/nintendo-ds/touch-detective-2-12
nintendo-ds,Touch Mechanic,2009-03-23,Everyone,none,none,Action & Adventure,618870119373,16481,none,https://www.pricecharting.com/game/nintendo-ds/touch-mechanic
nintendo-ds,Touch the Dead,2007-05-16,Mature,Eidos Interactive,Secret Stash Games,FPS,788687400411,4173,none,https://www.pricecharting.com/game/nintendo-ds/touch-the-dead
nintendo-ds,Touchmaster,2007-06-25,Everyone,Warner Bros,Midway Games,Mini Games,031719191857,4174,none,https://www.pricecharting.com/game/nintendo-ds/touchmaster
nintendo-ds,Touchmaster 2,2008-10-21,Everyone,none,none,Puzzle,031719192052,15659,none,https://www.pricecharting.com/game/nintendo-ds/touchmaster-2
nintendo-ds,Touchmaster 2,2008-10-21,Everyone,none,none,Puzzle,883929150359,15659,none,https://www.pricecharting.com/game/nintendo-ds/touchmaster-2
nintendo-ds,Touchmaster 3,2009-10-23,Everyone,Warner Bros,none,Party,883929098682,21727,none,https://www.pricecharting.com/game/nintendo-ds/touchmaster-3
nintendo-ds,Touchmaster 3,2009-10-23,Everyone,Warner Bros,none,Party,883929099313,21727,none,https://www.pricecharting.com/game/nintendo-ds/touchmaster-3
nintendo-ds,TouchMaster: Connect,2010-12-07,Everyone,Warner Bros,none,Party,883929145515,30813,none,https://www.pricecharting.com/game/nintendo-ds/touchmaster-connect
nintendo-ds,Toy Shop,2008-04-29,Everyone,Majesco,none,Action & Adventure,096427015284,13215,none,https://www.pricecharting.com/game/nintendo-ds/toy-shop
nintendo-ds,Toy Story 3: The Video Game,2010-06-15,Everyone,Disney,none,Action & Adventure,712725016371,21606,none,https://www.pricecharting.com/game/nintendo-ds/toy-story-3-the-video-game
nintendo-ds,Toy Story 3: The Video Game,2010-06-15,Everyone,Disney,none,Action & Adventure,712725016388,21606,none,https://www.pricecharting.com/game/nintendo-ds/toy-story-3-the-video-game
nintendo-ds,Trace Memory,2005-09-27,Teen,Nintendo,CING,Action & Adventure,none,4175,none,https://www.pricecharting.com/game/nintendo-ds/trace-memory
nintendo-ds,TrackMania DS,2009-03-17,Everyone,D3 Publisher,none,Racing,730865400256,16463,none,https://www.pricecharting.com/game/nintendo-ds/trackmania-ds
nintendo-ds,TrackMania Turbo,2011-04-19,Everyone,City Interactive,none,Racing,897749002989,21614,none,https://www.pricecharting.com/game/nintendo-ds/trackmania-turbo
nintendo-ds,Transformers Animated,2008-10-21,Everyone,Activision,Artificial Mind & Movement,Action & Adventure,047875834514,15798,none,https://www.pricecharting.com/game/nintendo-ds/transformers-animated
nintendo-ds,Transformers Autobots,2007-06-19,Everyone 10+,Activision,none,Action & Adventure,047875819832,4176,none,https://www.pricecharting.com/game/nintendo-ds/transformers-autobots
nintendo-ds,Transformers: Dark of the Moon Autobots,2011-06-14,Everyone 10+,none,none,Action & Adventure,047875841406,31472,"Taking place before the events featured in 2011's Transformers: Dark of the Moon movie, the video game tie-in introduces new characters as well as an all-new play mechanic. As players engage in giant robot battles on Earth, they will be able to activate a third conversion phase: stealth force. This transformation combines the firepower of robot mode with the agility and movement found in vehicle mode. Utilizing all three modes, you'll battle rival Transformers throughout multiple locales across the globe: from the jungles in South America to urban areas in Detroit to military compounds in Siberia.",https://www.pricecharting.com/game/nintendo-ds/transformers-dark-of-the-moon-autobots
nintendo-ds,Transformers: Dark of the Moon Decepticons,2011-06-14,Everyone 10+,Activision,none,Action & Adventure,047875841420,31473,none,https://www.pricecharting.com/game/nintendo-ds/transformers-dark-of-the-moon-decepticons
nintendo-ds,Transformers Decepticons,2007-06-19,Everyone 10+,Activision,none,Action & Adventure,047875819856,4177,none,https://www.pricecharting.com/game/nintendo-ds/transformers-decepticons
nintendo-ds,Transformers: Prime,2012-10-30,Everyone 10+,Activision,none,Action & Adventure,047875843448,33261,none,https://www.pricecharting.com/game/nintendo-ds/transformers-prime
nintendo-ds,Transformers: Revenge of the Fallen Autobots,2009-06-23,Everyone 10+,Activision,none,Action & Adventure,047875838116,19319,"Developed exclusively for DS by Vicarious Visions, Transformers: Revenge of the Fallen -- Autobots is part of a two-game set in which players assume the role of a noble Autobot and battle to determine the fate of Earth. Gamers join Hasbro's ""robots in disguise"" for rpg-style gameplay that includes designing a unique character and setting off on quests to collect Energon for upgrading attributes and weapons. There are 15 different weapons available, but gamers who head online can also battle to acquire weapons only available in Transformers: Revenge of the Fallen -- Decepticons. Multiplayer options include four-person local combat and daily Wi-Fi mission downloads that let players join the global struggle for control of Earth.",https://www.pricecharting.com/game/nintendo-ds/transformers-revenge-of-the-fallen-autobots
nintendo-ds,Transformers: Revenge of the Fallen Autobots,2009-06-23,Everyone 10+,Activision,none,Action & Adventure,047875835931,19319,"Developed exclusively for DS by Vicarious Visions, Transformers: Revenge of the Fallen -- Autobots is part of a two-game set in which players assume the role of a noble Autobot and battle to determine the fate of Earth. Gamers join Hasbro's ""robots in disguise"" for rpg-style gameplay that includes designing a unique character and setting off on quests to collect Energon for upgrading attributes and weapons. There are 15 different weapons available, but gamers who head online can also battle to acquire weapons only available in Transformers: Revenge of the Fallen -- Decepticons. Multiplayer options include four-person local combat and daily Wi-Fi mission downloads that let players join the global struggle for control of Earth.",https://www.pricecharting.com/game/nintendo-ds/transformers-revenge-of-the-fallen-autobots
nintendo-ds,Transformers: Revenge of the Fallen Autobots,2009-06-23,Everyone 10+,Activision,none,Action & Adventure,047875836754,19319,"Developed exclusively for DS by Vicarious Visions, Transformers: Revenge of the Fallen -- Autobots is part of a two-game set in which players assume the role of a noble Autobot and battle to determine the fate of Earth. Gamers join Hasbro's ""robots in disguise"" for rpg-style gameplay that includes designing a unique character and setting off on quests to collect Energon for upgrading attributes and weapons. There are 15 different weapons available, but gamers who head online can also battle to acquire weapons only available in Transformers: Revenge of the Fallen -- Decepticons. Multiplayer options include four-person local combat and daily Wi-Fi mission downloads that let players join the global struggle for control of Earth.",https://www.pricecharting.com/game/nintendo-ds/transformers-revenge-of-the-fallen-autobots
nintendo-ds,Transformers: Revenge of the Fallen Decepticons,2009-06-23,Everyone 10+,Activision,none,Action & Adventure,047875835955,19320,none,https://www.pricecharting.com/game/nintendo-ds/transformers-revenge-of-the-fallen-decepticons
