Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PC_ID,Summary,URL,Console_ID,Publisher_ID,Developer_ID,Genre_ID
gameboy-advance,Rayman 3,2003-03-02,Everyone,Ubisoft,Unkown,Action & Adventure,008888140405,2480,Unkown,https://www.pricecharting.com/game/gameboy-advance/rayman-3,2,362,586,2
gameboy-advance,Rayman Advance,2001-06-10,Everyone,Ubisoft,Unkown,Action & Adventure,008888140023,2481,Unkown,https://www.pricecharting.com/game/gameboy-advance/rayman-advance,2,362,586,2
gameboy-advance,Rayman Hoodlum's Revenge,2005-03-15,Everyone,Ubisoft,Unkown,Action & Adventure,008888142348,10990,Unkown,https://www.pricecharting.com/game/gameboy-advance/rayman-hoodlum's-revenge,2,362,586,2
gameboy-advance,Rayman Raving Rabbids,2006-11-14,Everyone,Ubisoft,Unkown,Action & Adventure,008888143192,10992,Unkown,https://www.pricecharting.com/game/gameboy-advance/rayman-raving-rabbids,2,362,586,2
gameboy-advance,Razor Freestyle Scooter,2001-11-14,Everyone,Crave,Unkown,Extreme Sports,650008899023,2482,Unkown,https://www.pricecharting.com/game/gameboy-advance/razor-freestyle-scooter,2,74,586,12
gameboy-advance,Ready 2 Rumble Boxing Round 2,2001-06-01,Everyone,Midway,Unkown,Sports,031719198474,2483,Unkown,https://www.pricecharting.com/game/gameboy-advance/ready-2-rumble-boxing-round-2,2,215,586,32
gameboy-advance,Rebelstar Tactical Command,2005-09-06,Everyone 10+,Namco,Unkown,Strategy,722674500197,11960,Unkown,https://www.pricecharting.com/game/gameboy-advance/rebelstar-tactical-command,2,232,586,33
gameboy-advance,Reign of Fire,2002-10-31,Teen,BAM,Unkown,Action & Adventure,682384320174,2485,Unkown,https://www.pricecharting.com/game/gameboy-advance/reign-of-fire,2,40,586,2
gameboy-advance,Rescue Heroes Billy Blazes,2003-08-27,Everyone,Unkown,Unkown,Action & Adventure,020626717380,2486,Unkown,https://www.pricecharting.com/game/gameboy-advance/rescue-heroes-billy-blazes,2,368,586,2
gameboy-advance,Ripping Friends World's Most Manly Men,2002-09-01,Everyone,THQ,Unkown,Action & Adventure,785138320946,2488,Unkown,https://www.pricecharting.com/game/gameboy-advance/ripping-friends-world's-most-manly-men,2,327,586,2
gameboy-advance,Risk / Battleship / Clue,2005-08-21,Everyone,Destination Software,Unkown,Party,802068100452,2489,Unkown,https://www.pricecharting.com/game/gameboy-advance/risk-battleship-clue,2,89,586,23
gameboy-advance,River City Ransom,2004-05-26,Teen,Atlus,Million,Beat'em Up,730865850099,2490,"Panic strikes River City! ""I hold your girlfriend, Cyndi, captive. With my gangs of students and vicious bosses roaming the streets, nobody can stop me now. If you want her back, come to River City High."" - Slick. Slick, the meanest, most powerful gang lord in River City, has issued this ultimatum - and the entire town is powerless in a grip of fear! Fortunately, Alex and Ryan weren't in school the day Slick took it over. But now, their fellow students are prisoners - including Ryan's girlfriend! It's up to our two young heroes to battle their way past several dangerous city gangs, then defeat the gang lord to free the students of River City High and restore peace to the panic-stricken populace!",https://www.pricecharting.com/game/gameboy-advance/river-city-ransom,2,39,328,6
gameboy-advance,Riviera The Promised Land,2005-06-28,Teen,Atlus,Unkown,RPG,730865850150,2491,Unkown,https://www.pricecharting.com/game/gameboy-advance/riviera-the-promised-land,2,39,586,27
gameboy-advance,Road Rash Jailbreak,2003-09-17,Teen,Destination,Unkown,Racing,802068100100,2492,Unkown,https://www.pricecharting.com/game/gameboy-advance/road-rash-jailbreak,2,88,586,28
gameboy-advance,Road Trip Shifting Gears,2004-04-06,Everyone,Conspiracy,Unkown,Racing,815315000375,11752,Unkown,https://www.pricecharting.com/game/gameboy-advance/road-trip-shifting-gears,2,73,586,28
gameboy-advance,Robopon 2 Cross Version,2002-06-11,Everyone,Atlus,Unkown,RPG,730865850037,2493,Unkown,https://www.pricecharting.com/game/gameboy-advance/robopon-2-cross-version,2,39,586,27
gameboy-advance,Robopon 2 Ring Version,2002-06-11,Everyone,Atlus,Unkown,Action & Adventure,730865850044,2494,Unkown,https://www.pricecharting.com/game/gameboy-advance/robopon-2-ring-version,2,39,586,2
gameboy-advance,Robot Wars Advanced Destruction,2002-11-22,Everyone,Havas Interactive,Unkown,Action & Adventure,020626717755,11089,Unkown,https://www.pricecharting.com/game/gameboy-advance/robot-wars-advanced-destruction,2,139,586,2
gameboy-advance,Robotech The Macross Saga,2002-10-27,Everyone,TDK,Unkown,Action & Adventure,739069625045,2495,Unkown,https://www.pricecharting.com/game/gameboy-advance/robotech-the-macross-saga,2,326,586,2
gameboy-advance,Robots,2005-02-24,Everyone,Unkown,Unkown,Action & Adventure,020626722360,2496,Unkown,https://www.pricecharting.com/game/gameboy-advance/robots,2,368,586,2
gameboy-advance,Rock 'em Sock 'em Robots,2006-10-02,Everyone 10+,Destination Software,Unkown,Fighting,802068100704,11719,Unkown,https://www.pricecharting.com/game/gameboy-advance/rock-'em-sock-'em-robots,2,89,586,14
gameboy-advance,Rock 'n Roll Racing,2003-06-23,Everyone,Blizzard,Unkown,Racing,020626719025,2497,Unkown,https://www.pricecharting.com/game/gameboy-advance/rock-'n-roll-racing,2,52,586,28
gameboy-advance,Rocket Power Beach Bandits,2002-10-19,Everyone,THQ,Unkown,Extreme Sports,785138321158,2498,Unkown,https://www.pricecharting.com/game/gameboy-advance/rocket-power-beach-bandits,2,327,586,12
gameboy-advance,Rocket Power Dream Scheme,2001-11-03,Everyone,THQ,Unkown,Action & Adventure,785138320779,2499,Unkown,https://www.pricecharting.com/game/gameboy-advance/rocket-power-dream-scheme,2,327,586,2
gameboy-advance,Rocket Power Zero Gravity Zone,2003-09-04,Everyone,THQ,Unkown,Action & Adventure,785138321400,2500,Unkown,https://www.pricecharting.com/game/gameboy-advance/rocket-power-zero-gravity-zone,2,327,586,2
gameboy-advance,Rocky,2002-11-17,Everyone,Ubisoft,Unkown,Sports,008888140320,2501,Unkown,https://www.pricecharting.com/game/gameboy-advance/rocky,2,362,586,32
gameboy-advance,Rugrats Castle Capers,2001-09-24,Everyone,THQ,Unkown,Action & Adventure,785138320793,2503,Unkown,https://www.pricecharting.com/game/gameboy-advance/rugrats-castle-capers,2,327,586,2
gameboy-advance,Rugrats Go Wild,2003-05-28,Everyone,THQ,Unkown,Action & Adventure,785138321332,2504,Unkown,https://www.pricecharting.com/game/gameboy-advance/rugrats-go-wild,2,327,586,2
gameboy-advance,Rugrats I Gotta Go Party,2002-11-08,Everyone,Unkown,Unkown,Action & Adventure,785138321134,2505,Unkown,https://www.pricecharting.com/game/gameboy-advance/rugrats-i-gotta-go-party,2,368,586,2
gameboy-advance,Sabre Wulf,2004-06-09,Everyone,THQ,Rare,Action & Adventure,785138321561,2506,Unkown,https://www.pricecharting.com/game/gameboy-advance/sabre-wulf,2,327,430,2
gameboy-advance,Sabrina The Teenage Witch,2002-09-01,Everyone,Ubisoft,Unkown,Action & Adventure,008888140252,2507,Unkown,https://www.pricecharting.com/game/gameboy-advance/sabrina-the-teenage-witch,2,362,586,2
gameboy-advance,Salt Lake 2002,2002-01-19,Everyone,Ubisoft,Unkown,Sports,008888140177,2508,Unkown,https://www.pricecharting.com/game/gameboy-advance/salt-lake-2002,2,362,586,32
gameboy-advance,Samurai Deeper Kyo,2008-02-12,Teen,Bold Games,Unkown,Action & Adventure,828068211462,21122,Unkown,https://www.pricecharting.com/game/gameboy-advance/samurai-deeper-kyo,2,53,586,2
gameboy-advance,Samurai Jack The Amulet Of Time,2003-03-30,Teen,BAM,Unkown,Action & Adventure,682384320228,2509,Unkown,https://www.pricecharting.com/game/gameboy-advance/samurai-jack-the-amulet-of-time,2,40,586,2
gameboy-advance,Santa Clause 3 The Escape Clause,2006-10-19,Everyone,Disney,Unkown,Action & Adventure,712725003197,10984,Unkown,https://www.pricecharting.com/game/gameboy-advance/santa-clause-3-the-escape-clause,2,91,586,2
gameboy-advance,Scooby Doo,2002-06-01,Everyone,THQ,Helixe,Action & Adventure,785138321059,2513,Unkown,https://www.pricecharting.com/game/gameboy-advance/scooby-doo,2,327,215,2
gameboy-advance,Scooby Doo 2: Monsters Unleashed,2004-03-01,Everyone,THQ,Unkown,Action & Adventure,785138321523,2511,Unkown,https://www.pricecharting.com/game/gameboy-advance/scooby-doo-2-monsters-unleashed,2,327,586,2
gameboy-advance,Scooby Doo Cyber Chase,2001-12-01,Everyone,THQ,Unkown,Action & Adventure,785138320670,2510,Unkown,https://www.pricecharting.com/game/gameboy-advance/scooby-doo-cyber-chase,2,327,586,2
gameboy-advance,Scooby Doo Cyber Chase And Mystery Mayhem,2005-03-01,Everyone,Unkown,Unkown,Action & Adventure,785138321769,11646,Unkown,https://www.pricecharting.com/game/gameboy-advance/scooby-doo-cyber-chase-and-mystery-mayhem,2,368,586,2
gameboy-advance,Scooby Doo Movie Double Pack,2006-08-01,Everyone,Warner Bros,Unkown,Action & Adventure,785138322087,10405,Unkown,https://www.pricecharting.com/game/gameboy-advance/scooby-doo-movie-double-pack,2,385,586,2
gameboy-advance,Scooby Doo Mystery Mayhem,2003-09-10,Everyone,THQ,Unkown,Action & Adventure,785138321387,2512,Unkown,https://www.pricecharting.com/game/gameboy-advance/scooby-doo-mystery-mayhem,2,327,586,2
gameboy-advance,Scooby Doo Unmasked,2005-09-12,Everyone,THQ,Unkown,Action & Adventure,785138321745,2514,Unkown,https://www.pricecharting.com/game/gameboy-advance/scooby-doo-unmasked,2,327,586,2
gameboy-advance,Scrabble Blast,2005-05-02,Everyone,Destination Software,Unkown,Puzzle,802068100261,2515,Unkown,https://www.pricecharting.com/game/gameboy-advance/scrabble-blast,2,89,586,26
gameboy-advance,Scurge Hive,2006-10-31,Everyone 10+,SouthPeak Interactive,Orbital Media,Action & Adventure,612561800052,11364,Unkown,https://www.pricecharting.com/game/gameboy-advance/scurge-hive,2,306,388,2
gameboy-advance,SD Gundam Force,2004-10-10,Everyone,Namco,Unkown,Strategy,045557182076,11197,Unkown,https://www.pricecharting.com/game/gameboy-advance/sd-gundam-force,2,232,586,33
gameboy-advance,Sea Trader Rise of Taipan,2003-01-03,Teen,Jaleco,Unkown,Action & Adventure,032264285015,11167,Unkown,https://www.pricecharting.com/game/gameboy-advance/sea-trader-rise-of-taipan,2,170,586,2
gameboy-advance,Sega Arcade Gallery,2003-05-21,Everyone,THQ,Unkown,Arcade,785138321219,2516,Unkown,https://www.pricecharting.com/game/gameboy-advance/sega-arcade-gallery,2,327,586,3
gameboy-advance,Sega Rally Championship,2003-03-10,Everyone,Sega,Unkown,Racing,010086600124,2517,Unkown,https://www.pricecharting.com/game/gameboy-advance/sega-rally-championship,2,287,586,28
gameboy-advance,Sega Smash Pack,2002-09-23,Everyone,THQ,SEGA,Arcade,785138321035,2518,Unkown,https://www.pricecharting.com/game/gameboy-advance/sega-smash-pack,2,327,449,3
gameboy-advance,Serious Sam Advance,2004-04-12,Mature,2K Games,Climax Studios,Action & Adventure,710425251498,2519,Unkown,https://www.pricecharting.com/game/gameboy-advance/serious-sam-advance,2,2,116,2
gameboy-advance,Shaman King Master of Spirits,2004-11-09,Everyone,Namco,Unkown,RPG,083717500490,2520,Unkown,https://www.pricecharting.com/game/gameboy-advance/shaman-king-master-of-spirits,2,232,586,27
gameboy-advance,Shaman King Master of Spirits 2,2005-08-02,Everyone 10+,Konami,Unkown,RPG,083717500650,2521,Unkown,https://www.pricecharting.com/game/gameboy-advance/shaman-king-master-of-spirits-2,2,178,586,27
gameboy-advance,Shaman King Soaring Hawk,2005-02-01,Everyone,Unkown,Unkown,RPG,083717500551,2522,Unkown,https://www.pricecharting.com/game/gameboy-advance/shaman-king-soaring-hawk,2,368,586,27
gameboy-advance,Shaman King Sprinting Wolf,2005-02-01,Everyone,Konami,Unkown,RPG,083717500636,2523,Unkown,https://www.pricecharting.com/game/gameboy-advance/shaman-king-sprinting-wolf,2,178,586,27
gameboy-advance,Shamu's Deep Sea Adventures,2005-11-01,Everyone,Activision,Humagade,Action & Adventure,047875751194,10448,Unkown,https://www.pricecharting.com/game/gameboy-advance/shamu's-deep-sea-adventures,2,19,230,2
gameboy-advance,Shark Tale,2004-09-27,Everyone,Activision,Unkown,Action & Adventure,047875807037,2524,Unkown,https://www.pricecharting.com/game/gameboy-advance/shark-tale,2,19,586,2
gameboy-advance,Shaun Palmers Pro Snowboarder,2001-11-27,Everyone,Activision,Unkown,Extreme Sports,047875802070,2525,Unkown,https://www.pricecharting.com/game/gameboy-advance/shaun-palmers-pro-snowboarder,2,19,586,12
gameboy-advance,Shining Force: Resurrection of the Dark Dragon,2004-06-01,Teen,Atlus,Unkown,Strategy,730865850136,2526,Unkown,https://www.pricecharting.com/game/gameboy-advance/shining-force-resurrection-of-the-dark-dragon,2,39,586,33
gameboy-advance,Shining Soul,2003-09-23,Everyone,Atlus,Unkown,RPG,730865850105,2527,Unkown,https://www.pricecharting.com/game/gameboy-advance/shining-soul,2,39,586,27
gameboy-advance,Shining Soul II,2004-04-20,Everyone,Atlus,Unkown,RPG,730865850112,2528,Unkown,https://www.pricecharting.com/game/gameboy-advance/shining-soul-ii,2,39,586,27
gameboy-advance,Shrek 2,2004-04-28,Everyone,Activision,Unkown,Action & Adventure,047875806375,2529,Unkown,https://www.pricecharting.com/game/gameboy-advance/shrek-2,2,19,586,2
gameboy-advance,Shrek 2 and Shark Tale 2 in 1,2004-05-01,Everyone,Activision,Unkown,Action & Adventure,047875811850,2530,Unkown,https://www.pricecharting.com/game/gameboy-advance/shrek-2-and-shark-tale-2-in-1,2,19,586,2
gameboy-advance,Shrek 2 Beg for Mercy,2004-10-27,Everyone,Activision,Unkown,Action & Adventure,047875807136,14216,Unkown,https://www.pricecharting.com/game/gameboy-advance/shrek-2-beg-for-mercy,2,19,586,2
gameboy-advance,Shrek Hassle in the Castle,2002-10-10,Everyone,TDK,Unkown,Action & Adventure,739069625090,2532,Unkown,https://www.pricecharting.com/game/gameboy-advance/shrek-hassle-in-the-castle,2,326,586,2
gameboy-advance,Shrek Reekin' Havoc,2003-07-30,Everyone,Jack of All Games,Unkown,Action & Adventure,739069625175,2533,Unkown,https://www.pricecharting.com/game/gameboy-advance/shrek-reekin'-havoc,2,169,586,2
gameboy-advance,Shrek Smash and Crash Racing,2006-11-15,Everyone,Activision,Torus Games,Racing,047875752870,11212,Unkown,https://www.pricecharting.com/game/gameboy-advance/shrek-smash-and-crash-racing,2,19,568,28
gameboy-advance,Shrek Superslam,2005-10-25,Everyone 10+,Activision,Unkown,Fighting,047875809895,2534,Unkown,https://www.pricecharting.com/game/gameboy-advance/shrek-superslam,2,19,586,14
gameboy-advance,Shrek Swamp Kart Speedway,2002-03-19,Everyone,TDK,Unkown,Racing,739069625038,2535,Unkown,https://www.pricecharting.com/game/gameboy-advance/shrek-swamp-kart-speedway,2,326,586,28
gameboy-advance,Shrek the Third,2007-05-15,Everyone,Activision,Unkown,Action & Adventure,047875819511,11236,Unkown,https://www.pricecharting.com/game/gameboy-advance/shrek-the-third,2,19,586,2
gameboy-advance,Sigma Star Saga,2005-08-16,Everyone 10+,Namco,WayForward,RPG,722674500128,2536,Unkown,https://www.pricecharting.com/game/gameboy-advance/sigma-star-saga,2,232,605,27
gameboy-advance,Silent Scope,2002-09-04,Teen,Konami,Unkown,FPS,083717500261,2537,Unkown,https://www.pricecharting.com/game/gameboy-advance/silent-scope,2,178,586,13
gameboy-advance,SimCity 2000,2003-11-13,Everyone,Electronic Arts,Unkown,Simulation,802068100155,2538,Unkown,https://www.pricecharting.com/game/gameboy-advance/simcity-2000,2,100,586,30
gameboy-advance,Sitting Ducks,2004-06-29,Everyone,Hip Interactive,Unkown,Action & Adventure,677990102733,2540,Unkown,https://www.pricecharting.com/game/gameboy-advance/sitting-ducks,2,146,586,2
gameboy-advance,Sky Dancers,2005-10-31,Everyone,Unkown,Unkown,Action & Adventure,650008899092,2541,Unkown,https://www.pricecharting.com/game/gameboy-advance/sky-dancers,2,368,586,2
gameboy-advance,Smashing Drive,2004-11-03,Everyone,Namco,Raylight Studios,Racing,722674500036,2542,Unkown,https://www.pricecharting.com/game/gameboy-advance/smashing-drive,2,232,434,28
gameboy-advance,Smuggler's Run,2002-09-25,Everyone,Destination Software,Unkown,Racing,802068100049,2543,Unkown,https://www.pricecharting.com/game/gameboy-advance/smuggler's-run,2,89,586,28
gameboy-advance,Snood,2001-09-28,Everyone,Unkown,Unkown,Puzzle,802068100018,2544,Unkown,https://www.pricecharting.com/game/gameboy-advance/snood,2,368,586,26
gameboy-advance,Snood 2 On Vacation,2005-10-28,Everyone,Unkown,Unkown,Puzzle,802068100353,11714,Unkown,https://www.pricecharting.com/game/gameboy-advance/snood-2-on-vacation,2,368,586,26
gameboy-advance,Soccer Kid,2002-09-30,Everyone,Telegames,Unkown,Soccer,834815002047,14302,Unkown,https://www.pricecharting.com/game/gameboy-advance/soccer-kid,2,342,586,31
gameboy-advance,Soccer Mania,2002-08-01,Everyone,Lego,Unkown,Soccer,014633145236,2545,Unkown,https://www.pricecharting.com/game/gameboy-advance/soccer-mania,2,184,586,31
gameboy-advance,Sonic Advance,2002-02-03,Everyone,THQ,Dimps,Action & Adventure,010086600025,2546,Unkown,https://www.pricecharting.com/game/gameboy-advance/sonic-advance,2,327,146,2
gameboy-advance,Sonic Advance & Sonic Pinball Party,2005-11-01,Everyone,Sega,Unkown,Action & Adventure,010086600339,11019,Unkown,https://www.pricecharting.com/game/gameboy-advance/sonic-advance-&-sonic-pinball-party,2,287,586,2
gameboy-advance,Sonic Advance 2,2003-03-09,Everyone,Sega,Dimps,Action & Adventure,785138321431,2547,Unkown,https://www.pricecharting.com/game/gameboy-advance/sonic-advance-2,2,287,146,2
gameboy-advance,Sonic Advance 3,2004-06-07,Everyone,THQ,Dimps,Platformer,785138321585,2548,Unkown,https://www.pricecharting.com/game/gameboy-advance/sonic-advance-3,2,327,146,25
gameboy-advance,Sonic Battle,2004-01-05,Everyone,THQ,Unkown,Fighting,785138321578,2549,Unkown,https://www.pricecharting.com/game/gameboy-advance/sonic-battle,2,327,586,14
gameboy-advance,Sonic Pinball Party,2003-06-01,Everyone,Unkown,Unkown,Arcade,010086600131,18489,Unkown,https://www.pricecharting.com/game/gameboy-advance/sonic-pinball-party,2,368,586,3
gameboy-advance,Sonic The Hedgehog Genesis,2006-11-14,Everyone,Unkown,Unkown,Action & Adventure,010086600407,11022,"Now, for the first time on GBA! The original Sonic The Hedgehog that busted the speed barrier wide open on the SEGA Genesis is coming to the Game Boy Advance with exciting new features! For the first time, you'll be able to save your high scores and progress as you rocket through the seven gravity-defying stages that started it all. Outrun Dr. Robotnik and his badniks in Original Mode, race through the famous loop-de-loops even faster with Sonic's trademark Spin Dash in Anniversary Mode which celebrates Sonic's 15th birthday.",https://www.pricecharting.com/game/gameboy-advance/sonic-the-hedgehog-genesis,2,368,586,2
gameboy-advance,Space Channel 5 Ulalas Cosmic Attack,2003-06-17,Everyone,THQ,Unkown,Music,785138321264,2551,Unkown,https://www.pricecharting.com/game/gameboy-advance/space-channel-5-ulalas-cosmic-attack,2,327,586,21
gameboy-advance,Space Invaders,2002-03-01,Everyone,Activision,Unkown,Arcade,047875803138,2552,Unkown,https://www.pricecharting.com/game/gameboy-advance/space-invaders,2,19,586,3
gameboy-advance,Spiderman,2002-04-01,Everyone,Activision,Unkown,Action & Adventure,047875803312,2553,Unkown,https://www.pricecharting.com/game/gameboy-advance/spiderman,2,19,586,2
gameboy-advance,Spiderman 2,2004-06-29,Everyone,Activision,Unkown,Action & Adventure,047875805910,2554,Unkown,https://www.pricecharting.com/game/gameboy-advance/spiderman-2,2,19,586,2
gameboy-advance,Spiderman 3,2007-05-04,Everyone 10+,Activision,Unkown,Action & Adventure,047875819979,2555,Unkown,https://www.pricecharting.com/game/gameboy-advance/spiderman-3,2,19,586,2
gameboy-advance,Spiderman Battle for New York,2006-11-14,Everyone 10+,Activision,Unkown,Action & Adventure,047875816558,11233,Unkown,https://www.pricecharting.com/game/gameboy-advance/spiderman-battle-for-new-york,2,19,586,2
gameboy-advance,Spiderman Double Pack,2005-08-01,Everyone,Unkown,Unkown,Action & Adventure,047875811812,10406,Unkown,https://www.pricecharting.com/game/gameboy-advance/spiderman-double-pack,2,368,586,2
gameboy-advance,Spiderman Mysterio's Menace,2001-09-19,Everyone,Activision,Unkown,Action & Adventure,047875802018,2556,Unkown,https://www.pricecharting.com/game/gameboy-advance/spiderman-mysterio's-menace,2,19,586,2
gameboy-advance,Spiderman Mysterio's Menace / X-2 Wolverines Revenge,2005-08-01,Everyone,Unkown,Unkown,Action & Adventure,047875811836,11229,Unkown,https://www.pricecharting.com/game/gameboy-advance/spiderman-mysterio's-menace-x-2-wolverines-revenge,2,368,586,2
gameboy-advance,Spirit Stallion of the Cimarron Search for Homeland,2002-05-01,Everyone,Unkown,Unkown,Action & Adventure,785138321073,11641,Unkown,https://www.pricecharting.com/game/gameboy-advance/spirit-stallion-of-the-cimarron-search-for-homeland,2,368,586,2
gameboy-advance,Spirits and Spells,2003-11-02,Everyone,dreamcatcher,Unkown,RPG,625904340900,2557,Unkown,https://www.pricecharting.com/game/gameboy-advance/spirits-and-spells,2,400,586,27
gameboy-advance,Splinter Cell,2003-04-27,Teen,Ubisoft,Unkown,Action & Adventure,008888140399,2558,Unkown,https://www.pricecharting.com/game/gameboy-advance/splinter-cell,2,362,586,2
gameboy-advance,Splinter Cell Pandora Tomorrow,2004-03-24,Teen,Ubisoft,Unkown,Action & Adventure,008888141600,2559,Unkown,https://www.pricecharting.com/game/gameboy-advance/splinter-cell-pandora-tomorrow,2,362,586,2
gameboy-advance,SpongeBob's Atlantis SquarePantis,2007-09-01,Everyone,THQ,Unkown,Action & Adventure,785138322599,10251,Unkown,https://www.pricecharting.com/game/gameboy-advance/spongebob's-atlantis-squarepantis,2,327,586,2
gameboy-advance,SpongeBob SquarePants and Fairly OddParents,2006-09-01,Everyone,THQ,Unkown,Action & Adventure,785138321929,11650,Unkown,https://www.pricecharting.com/game/gameboy-advance/spongebob-squarepants-and-fairly-oddparents,2,327,586,2
gameboy-advance,SpongeBob SquarePants Battle for Bikini Bottom,2003-10-31,Everyone,THQ,Unkown,Action & Adventure,785138321448,2561,Unkown,https://www.pricecharting.com/game/gameboy-advance/spongebob-squarepants-battle-for-bikini-bottom,2,327,586,2
gameboy-advance,SpongeBob SquarePants Creature from Krusty Krab,2006-10-16,Everyone,THQ,WayForward,Action & Adventure,785138322377,2562,"SpongeBob SquarePants: Creature from the Krusty Krab is an Action game, developed by WayForward and published by THQ, which was released in 2006.",https://www.pricecharting.com/game/gameboy-advance/spongebob-squarepants-creature-from-krusty-krab,2,327,605,2
gameboy-advance,SpongeBob SquarePants Lights Camera Pants,2005-10-21,Everyone,THQ,Unkown,Action & Adventure,785138321882,2563,Unkown,https://www.pricecharting.com/game/gameboy-advance/spongebob-squarepants-lights-camera-pants,2,327,586,2
gameboy-advance,SpongeBob SquarePants Revenge of the Flying Dutchman,2002-09-10,Everyone,THQ,Vicarious Visions,Action & Adventure,785138321172,2560,"SpongeBob SquarePants: Revenge of the Flying Dutchman is an Action game, developed by Vicarious Visions and published by THQ, which was released in 2002.",https://www.pricecharting.com/game/gameboy-advance/spongebob-squarepants-revenge-of-the-flying-dutchman,2,327,589,2
gameboy-advance,SpongeBob SquarePants Super Sponge,2001-11-05,Everyone,THQ,Unkown,Action & Adventure,785138320755,2564,Unkown,https://www.pricecharting.com/game/gameboy-advance/spongebob-squarepants-super-sponge,2,327,586,2
gameboy-advance,SpongeBob SquarePants The Movie,2004-10-27,Everyone,THQ,WayForward Technologies,Action & Adventure,785138321639,2565,Unkown,https://www.pricecharting.com/game/gameboy-advance/spongebob-squarepants-the-movie,2,327,606,2
gameboy-advance,Sports Illustrated For Kids Baseball,2001-09-02,Everyone,Unkown,Unkown,Baseball,682384320044,2568,Unkown,https://www.pricecharting.com/game/gameboy-advance/sports-illustrated-for-kids-baseball,2,368,586,4
gameboy-advance,Sports Illustrated For Kids Football,2003-08-31,Everyone,BAM,Unkown,Football,682384320020,2569,Unkown,https://www.pricecharting.com/game/gameboy-advance/sports-illustrated-for-kids-football,2,40,586,15
gameboy-advance,Spy Hunter,2002-05-19,Teen,Midway,Unkown,Racing,031719198627,2570,Unkown,https://www.pricecharting.com/game/gameboy-advance/spy-hunter,2,215,586,28
gameboy-advance,Spy Hunter & Super Sprint,2005-08-16,Everyone,Destination,Unkown,Racing,802068100513,2573,Unkown,https://www.pricecharting.com/game/gameboy-advance/spy-hunter-&-super-sprint,2,88,586,28
gameboy-advance,Spy Kids 3D Game Over,2003-07-01,Everyone,Unkown,Unkown,Action & Adventure,712725001391,2571,Unkown,https://www.pricecharting.com/game/gameboy-advance/spy-kids-3d-game-over,2,368,586,2
gameboy-advance,Spy Kids Challenger,2002-08-21,Everyone,Disney,Unkown,Action & Adventure,712725001346,11494,Unkown,https://www.pricecharting.com/game/gameboy-advance/spy-kids-challenger,2,91,586,2
gameboy-advance,Spy Muppets License to Croak,2003-11-01,Everyone,Vicarious Visions,Unkown,Action & Adventure,739069625144,2572,Unkown,https://www.pricecharting.com/game/gameboy-advance/spy-muppets-license-to-croak,2,374,586,2
gameboy-advance,Spyro 2 Season of Flame,2002-09-01,Everyone,Universal Interactive,Digital Eclipse,Action & Adventure,020626714938,2576,Unkown,https://www.pricecharting.com/game/gameboy-advance/spyro-2-season-of-flame,2,366,144,2
gameboy-advance,Spyro Attack of the Rhynocs,2003-10-27,Everyone,Unkown,Unkown,Action & Adventure,020626720366,2574,Unkown,https://www.pricecharting.com/game/gameboy-advance/spyro-attack-of-the-rhynocs,2,368,586,2
gameboy-advance,Spyro Orange The Cortex Conspiracy,2004-06-03,Everyone,Vivendi Universal,Unkown,Action & Adventure,020626721882,2575,Unkown,https://www.pricecharting.com/game/gameboy-advance/spyro-orange-the-cortex-conspiracy,2,383,586,2
gameboy-advance,Spyro Season of Ice,2001-10-29,Everyone,Vivendi Universal,Unkown,Action & Adventure,020626712569,2577,Unkown,https://www.pricecharting.com/game/gameboy-advance/spyro-season-of-ice,2,383,586,2
gameboy-advance,Spyro Superpack,2005-10-01,Everyone,Unkown,Unkown,Action & Adventure,020626724241,2578,Unkown,https://www.pricecharting.com/game/gameboy-advance/spyro-superpack,2,368,586,2
gameboy-advance,SSX 3,2003-11-11,Everyone,Electronic Arts,Unkown,Extreme Sports,014633147308,7447,Unkown,https://www.pricecharting.com/game/gameboy-advance/ssx-3,2,100,586,12
gameboy-advance,SSX Tricky,2002-10-31,Everyone,Electronic Arts,Visual Impact,Extreme Sports,014633144390,2579,Unkown,https://www.pricecharting.com/game/gameboy-advance/ssx-tricky,2,100,600,12
gameboy-advance,Stadium Games,2004-11-03,Everyone,Crave,Unkown,Sports,893384000144,11821,Unkown,https://www.pricecharting.com/game/gameboy-advance/stadium-games,2,74,586,32
gameboy-advance,Star Wars Episode I Jedi Power Battles,2001-11-01,Teen,THQ,Unkown,Action & Adventure,785138320830,2583,Unkown,https://www.pricecharting.com/game/gameboy-advance/star-wars-episode-i-jedi-power-battles,2,327,586,2
gameboy-advance,Star Wars Episode II Attack of the Clones,2002-05-01,Everyone,THQ,David A. Palmer Productions,Action & Adventure,785138321042,2580,"Relive the exciting Jedi adventures seen in the Star Wars: Episode II Attack of the Clones movie!
Combat villians like Jango Fett & Count Dooku
Control Republic Gunships, Speeders & Jedi Starfighters
Play as Anakin Skywalker, Obi-Wan Kenobi and Mace Windu
11 levels take you to Tatooine, Coruscant, asteroid fields and Geonosis
Grab your Lightsaber, the Clone War has Begun!",https://www.pricecharting.com/game/gameboy-advance/star-wars-episode-ii-attack-of-the-clones,2,327,140,2
